id,x,y
6,0.3807958773652169,-1.4488478042920994
7,0.7123538638926108,0.5162323836403878
7,-0.1828946083804618,-0.5303463404903636
1,0.6766295944606662,5.40674719972784
4,-0.03667488526020886,0.6358322170620078
0,1.6069171529263335,1.8507961281343488
1,-1.1231602542100374,0.6717842625523945
4,0.3272697082686432,-0.22266140392796982
6,-1.5111792763769556,-0.004320570845670304
9,0.4442345236635131,0.8010795977899864
8,0.6762407255048583,-0.06437574990076132
0,-0.3235747148849886,-0.9931967721843704
1,-0.5816629866866084,0.13185454900476662
1,0.6569323574886821,0.19719644061223016
2,0.5242692181911822,2.199096433885741
5,0.25355032399524546,0.7865237394634884
3,-0.2747361574597163,0.6483675408574294
5,-0.08268505504368552,0.054456024268794284
2,-2.2325618366051154,-1.0591522651920275
5,-0.28487557013512615,-1.2950878251696711
4,-0.6492358917409689,0.18923008359642973
8,-0.06123008822318314,1.7286785603393613
9,-1.339239058973264,0.945753035906056
6,0.642773576379528,-1.9239071270450714
3,-0.6848097501334971,0.5706856594634692
2,0.36922169624878626,0.23019939599783196
2,0.10521838006436131,-0.0928061891448197
3,2.0819375446831137,0.41630926565489507
3,-0.10295441148531838,0.2250301957835878
1,-0.4122406383634636,1.6591268487731567
9,0.9477944416874681,0.1478504630392578
6,0.7366708714090234,-0.4276328459990757
2,0.8532725558168051,0.4389941994214061
1,-0.06190082156632544,-1.1817600373954795
1,0.24698769253545597,0.8908756055123845
2,1.3104199302116164,-0.3299098699741651
1,-0.19608196419753104,-0.5719704507312949
7,0.2592027753547932,-0.5280088839787382
6,-0.9381519429089868,-0.9409306088707414
7,0.37300148939408845,1.2564204769534744
7,0.17984914552129483,0.5332931726793421
6,0.6184173621444493,-2.1541321174508825
3,2.227197299376066,0.4757908665816616
9,-0.0793019017678234,-1.5801479622995596
7,0.6198516761901453,-0.14744779510771544
0,-1.3992082499730254,-0.7722941353198892
8,1.0776362991840724,-1.3969857752297543
1,-0.35995329671557014,0.4419932493681845
7,0.44668951171766624,0.4870071106518438
5,0.7123682537251611,1.0560653152349537
1,0.4390222463338434,-1.620241538527369
5,-0.35183034350367015,-2.104062886284474
6,1.5273511395491988,-1.5886861861560666
4,1.2987427888064984,-1.270909927690953
2,0.4122440928651326,2.4333873344667034
1,0.6747837986778183,0.33252651217019136
0,0.18786685571634681,0.07896513360267295
1,-1.0473777055502274,1.3624229794878313
5,0.5908383773640349,0.6684471766105629
9,-0.9134628194253105,-0.6082382909952185
4,0.5663892046882201,-0.7810815478587851
9,-0.16583958465183576,-1.2107927905075802
7,-1.1298224792766332,2.0483802045492387
4,-0.40079923461454114,-0.34694501577226244
4,0.8368480435016424,1.8201637887847377
4,-0.40164770158973734,-0.2592139123788753
6,-1.920504240690589,0.47725586451943036
3,0.9136098549788453,0.3302695009012764
5,-0.9342655464390893,0.08863374234372152
1,0.30516069895345144,-0.47209933662150666
2,0.5349484641923411,0.8025539625417917
3,0.6946022393095964,0.65854240809003
8,-0.5182185952872899,2.170050321399787
6,0.4662254803891872,-0.5653131494633733
0,-0.442393735417797,-0.025797922881581403
2,0.5682634634285137,-0.3164999801057784
5,-0.5262427428168718,-0.30746732713729097
7,-0.030994261804454738,0.9585403030009679
4,0.6414056136678822,0.6995232156443928
0,0.5299066237388365,0.6906894212005114
3,-1.494195629263508,0.979838177556536
6,2.1898372533641677,-1.5906265548051353
4,0.5023736173987359,-0.0283999555531068
2,-0.389396759446726,1.4200172221688363
5,-0.5540410265117556,0.2776783384874124
4,-0.8309335047741089,-0.5014073734630239
3,-2.308563620459664,-0.7023930267729165
0,-0.6351808746800609,-0.6612949797720549
1,0.5815760278872592,0.05921556571730226
9,0.2559582713976499,-1.0077959410944914
2,1.1487250390010377,0.8263793084877539
7,0.25832969065475575,-1.5021397850760139
9,0.5440428043898505,1.8838254594961648
7,1.3093747568085918,-1.0516611463314063
1,0.23978524682733565,0.18695004305315915
4,1.3694978489460012,-0.5478931474177887
7,1.8324509495187025,0.47907981348026923
1,-0.13756431378304546,-2.005453703395841
8,-0.9000631328273366,1.0233312234288388
7,-0.004870604211664983,-0.17189851301117118
7,-0.8711160526457628,-0.251809147345929
0,-0.03661079985695014,0.8818060731290861
6,-0.5630648109967872,-0.16256250724780055
7,-1.460450995774294,0.13957421392738514
3,0.3470903654830673,-1.077921445178931
8,-0.4382516057862491,-1.2286798230878653
5,0.4461460820043299,-0.03438736216308456
6,0.08412411150343081,-1.4506580918373462
2,-0.9275747673260847,1.6535582492910579
1,-0.5648118964520866,1.177220430086153
1,0.10626391821522801,0.7238676384159578
0,0.7990368359752419,-2.0059393130950727
2,1.7777375933982302,-1.638413221283687
5,0.8540095138499281,2.6717366458200194
7,-1.0927141823417184,0.21170045278279004
8,0.2452697915665025,0.6563647023254646
8,0.8018596358567758,0.8761180042573341
8,-0.359498106357798,-0.9719065956016025
4,0.44815074267775346,0.22877824376119135
7,0.0959870158525872,0.5394143034061701
9,0.06882881893891622,0.21165484441557872
0,1.9674230293131112,-1.2135861822299898
8,2.2583318995343458,3.1878326979719844
8,2.8065415572568364,0.17867871158503432
7,0.7630709885843345,-0.14962813113083695
6,-1.5090176707392993,-1.0694917752077973
8,-1.168627890156826,-1.312263008099113
8,-0.5034936110755689,-0.45953745217525116
8,2.4331962360932953,-0.16331209140402883
2,-0.42404559219773913,-2.0189710310451785
3,-0.1577189672636287,-0.3422804372658126
8,0.04824843685832126,1.3875667047360944
9,-0.030278424009044083,1.080882312427368
5,0.3412622832278233,0.7986440132049121
3,-0.9982102692717563,-0.17534849193465785
6,0.048191258394440786,0.7974626165143165
8,0.9216144225288212,0.3329530533625764
0,-0.8748593467770989,0.6913652262958437
4,0.1532539052561576,-0.2719040576736548
0,1.3231096581891215,-0.5368071633158092
9,-1.2809778404999361,-0.9634491137590656
4,-0.8527333759389025,0.8711947804830896
1,-0.21365001312055057,-0.5503305450717015
8,-0.09640904988709105,3.178548069336847
6,1.238233981737829,-0.6719324526574293
0,0.7289402963678054,-0.7300852109449296
2,-0.6235262656513184,0.2037996600551119
2,-1.920659223801119,0.9698009025078267
2,1.2847497640082777,1.1513059822522056
1,0.19902048178531273,0.3290408054706046
